"title","location","date"
"15. Minutes of the Acting Secretary of State’s Staff Meeting, Washington, June 13, 1975, 8–9:05 a.m. 1 2","Washington",1975-06-13
"123. National Intelligence Estimate 55–1–75, Washington, June 30, 1975.1 2","Washington",1975-06-30
"44. Memorandum for the Record1","Washington",1975-06-30
"124. Memorandum of Conversation, Camp David, Maryland, July 5, 1975.1 2","Camp David, Maryland",1975-07-05
"126. Memorandum of Conversation, Camp David, Maryland, July 5, 1975, 12:40–2 p.m.1 2","Camp David, Maryland",1975-07-05
"125. Memorandum of Conversation, Camp David, Maryland, July 5, 1975, 12:45–2 p.m.1 2","Camp David, Maryland",1975-07-05
"113. Memorandum of Conversation1","Washington",1975-07-06
"252. Action Memorandum From the Coordinator for Humanitarian Affairs, Department of State (Wilson) to the Under Secretary of State for Security Assistance (Maw)1 2","Washington",1975-07-07
"17. Memorandum From W.R. Smyser of the National Security Council Staff to Secretary of State Kissinger, Washington, July 15, 1975.1 2","Washington",1975-07-15
"206. Memorandum of Conversation, Washington, August 5, 1975, 8:45 a.m. 1 2","Washington",1975-08-05
"114. Memorandum NSC–U/DM–92B From the Chairman of the NSC Under Secretaries Committee (Ingersoll) to President Ford1 2","Washington",1975-08-08
"127. Minutes of the Secretary of State’s Staff Meeting, Washington, August 12, 1975.1 2","Washington",1975-08-12
"118. Memorandum of Conversation1","Washington",1975-08-12
"20. Memorandum From Thomas J. Barnes and Richard Solomon of the National Security Council Staff to Secretary of State Kissinger, Washington, September 11, 1975.1 2","Washington",1975-09-11
"203. Transcript of the Secretary of State’s Staff Meeting1","Washington",1975-10-06
"136. Minutes of the Secretary of State’s Staff Meeting, Washington, October 8, 1975.1 2","Washington",1975-10-08
"57. Memorandum of Conversation, Washington, October 9, 1975, 3 p.m.1 2","Washington",1975-10-09
"121. Memorandum of Conversation1","Beijing",1975-10-20
"127. Memorandum From Secretary of State Kissinger to President Ford 1","Washington",1975-10-24
"137. Memorandum of Conversation, Camp David, Maryland, October 29, 1975, 4 p.m.1 2","Camp David, Maryland",1975-10-29
"138. Memorandum From the President’s Assistant for National Security Affairs (Kissinger) to President Ford, Washington, October 30, 1975.1 2","Washington",1975-10-30
"130. Memorandum of Conversation1","Washington",1975-10-31
"139. National Security Decision Memorandum 311, Washington, November 1, 1975.1 2","Washington",1975-11-01
"255. Action Memorandum From the Deputy Assistant Secretary for International Organization Affairs (Buffum) to Secretary of State Kissinger1 2","Washington",1975-11-03
"301. Memorandum From Thomas J. Barnes of the National Security Council Staff to the President’s Assistant for National Security Affairs (Scowcroft), Washington, November 5, 1975.1 2","Washington",1975-11-05
"136. Memorandum of Conversation1","Beijing",1975-12-03
"140. Memorandum From Kenneth Quinn of the National Security Council staff to the President’s Assistant for National Security Affairs (Scowcroft), Washington, December 4, 1975.1 2","Washington",1975-12-04
"65. Address by President Ford 1","Honolulu",1975-12-07
"215. Memorandum of Conversation, Tokyo, December 8, 1975, 8:30 a.m. 1 2","Tokyo",1975-12-08
"216. Memorandum of Conversation, Tokyo, December 8, 1975, 11 a.m. 1 2","Tokyo",1975-12-08
"150. Briefing Memorandum From the Deputy Under Secretary of State for Management (Eagleburger) to Secretary of State Kissinger 1","Washington",1975-12-08
"143. Memorandum From Thomas J. Barnes of the National Security Council Staff to the President’s Assistant for National Security Affairs (Scowcroft), Washington, December 9, 1975 1 2","Washington",1975-12-09
"224. Memorandum of Conversation1","Washington",1975-12-09
"144. Memorandum From Thomas J. Barnes of the National Security Council Staff to the President’s Assistant for National Security Affairs (Scowcroft), Washington, December 12, 1975.1 2","Washington",1975-12-12
"146. Memorandum From Secretary of State Kissinger to the Under Secretary for Security Assistance (Maw), Washington, December 19, 1975 1 2","Washington",1975-12-19
"147. Minutes of the Secretary of State’s Staff Meeting, Washington, December 23, 1975, 8:12 a.m.1 2","Washington",1975-12-23
"148. Minutes of the Secretary of State’s Staff Meeting, Washington, January 12, 1976, 8:11 a.m.1 2","Washington",1976-01-12
"85. Memorandum of Conversation, Washington, January 26, 1976, 4:43–5:30 p.m. 1 2","Washington",1976-01-26
"153. Memorandum From Thomas J. Barnes of the National Security Council Staff to the President’s Assistant for National Security Affairs (Scowcroft), Washington, February 18, 1976.1 2","Washington",1976-02-18
"24. Memorandum From the President’s Assistant for National Security Affairs (Scowcroft) to President Ford1 2","Washington",1976-03-01
"60. Memorandum of Conversation, Washington, March 17, 1976, 12:45 p.m.1 2","Washington",1976-03-17
"239. Memorandum From the Special Representative for Trade Negotiations (Dent) to President Ford 1","Washington",1976-03-22
"302. National Intelligence Estimate 54–1–76, Washington, April 1, 1976.1 2","Washington",1976-04-01
"344. Memorandum of Conversation, Washington, April 10, 1976, 11 a.m. 1 2","Washington",1976-04-10
"123. Memorandum of Conversation, Washington, April 10, 1976, 2:30 p.m. 1 2","Washington",1976-04-10
"422. Memorandum From the President’s Assistant for National Security Affairs (Scowcroft) to President Ford, Washington, May 3, 1976.1 2","Washington",1976-05-03
"177. Telegram From the Embassy in Iran to the Department of State1","Tehran",1976-05-19
"86. Memorandum From Thomas J. Barnes, Richard Solomon, and Clinton E. Granger of the National Security Council Staff to the President’s Assistant for National Security Affairs (Scowcroft)1","Washington",1976-06-01
"157. Minutes of the Secretary of State’s Staff Meeting, Washington, June 1, 1976, 8:10 a.m. 1 2","Washington",1976-06-01
"158. Memorandum From Thomas J. Barnes of the National Security Council Staff to the President’s Deputy Assistant for National Security Affairs (Hyland), Washington, June 2, 1976.1 2","Washington",1976-06-02
"89. Briefing Memorandum From the Assistant Secretary of State for Legislative Affairs (McCloskey) to Secretary of State Kissinger 1","Washington",1976-06-16
"156. Memorandum From Thomas J. Barnes of the National Security Council Staff to the President’s Assistant for National Security Affairs (Scowcroft), Washington, May 17, 1976.1 2","Washington",1976-05-17
"159. Minutes of the Secretary of State’s Staff Meeting, Washington, June 17, 1976, 8:18 a.m. 1 2","Washington",1976-06-17
"149. Memorandum of Conversation1","Dorado Beach, Puerto Rico",1976-06-28
"160. Memorandum of Conversation, Washington, June 29, 1976.1 2","Washington",1976-06-29
"161. Memorandum of Conversation, Washington, June 29, 1976.1 2","Washington",1976-06-29
"162. Memorandum of Conversation, Washington, June 29, 1976, 2:30 p.m. 1 2","Washington",1976-06-29
"225. Memorandum of Conversation, Washington, June 30, 1976, 10:30 a.m. 1 2","Washington",1976-06-30
"90. Minutes of Secretary of State Kissinger’s Regional Staff Meeting1","Washington",1976-07-01
"25. Memorandum of Conversation, Washington, July 1, 1976, 1 p.m.1 2","Washington",1976-07-01
"149. Memorandum of Conversation1","Washington",1976-07-12
"96. Memorandum of Conversation, Washington, July 14, 1976, noon.1 2","Washington",1976-07-14
"125. Memorandum NSC–U/DM–130A From the Chairman of the National Security Council Under Secretaries Committee (Robinson) to President Ford, Washington, July 29, 1976.1 2","Washington",1976-07-29
"350. Minutes of the Secretary of State’s Staff Meeting, Washington, August 16, 1976, 8:10 a.m..1 2","Washington",1976-08-16
"163. Minutes of the Secretary of State’s Staff Meeting, Washington, August 25, 1976, 8 a.m. 1 2","Washington",1976-08-25
"50. Telegram 3795 From the Mission to the United Nations to the Department of State1 2","New York",1976-09-17
"164. Memorandum of Conversation, October 7, 1976, 5 p.m. 1 2","Washington",1976-10-07
"55. National Intelligence Estimate 11-10-76, Washington, October 21, 19761 2","Washington",1976-10-21
"100. Memorandum From the Acting Assistant Secretary of State for International Organization Affairs (Toussaint) to the Under Secretary of State for Political Affairs (Habib), Washington, December 2, 1976.1 2","Washington",1976-12-02
"119. Memorandum From the President’s Assistant for National Security Affairs (Scowcroft) to President Ford 1","Washington",1976-12-14
"255. Telegram 11822 From the Embassy in Chile to the Department of State1","Santiago",1976-12-14
"190. National Security Decision Memorandum 3421","Washington",1976-12-16
"122. National Security Decision Memorandum 3421","Washington",1976-12-16
"113. Telegram From the Department of State to All Diplomatic Posts1","Washington",1976-12-22
"116. Telegram From the Embassy in Kuwait to the Department of State1","Kuwait",1977-01-12
"4. Memorandum From Jessica Tuchman of the National Security Council Staff to the President’s Assistant for National Security Affairs (Brzezinski)1","Washington",1977-01-24
"102. Memorandum From the Director of the Office of Regional Affairs, Bureau of East Asian and Pacific Affairs (Martens) to the Deputy Assistant Secretary of State, Bureau of East Asian and Pacific Affairs (Gleysteen)1","Washington",1977-01-31
"103. Telegram From the Department of State to the Embassies in Thailand, Malaysia, Singapore, Burma, Indonesia, Philippines, and Laos1","Washington",1977-02-04
"3. Memorandum From Michael Armacost of the National Security Council Staff to the President’s Assistant for National Security Affairs (Brzezinski)1","Washington",1977-02-04
"11. Memorandum of Conversation1","Washington",1977-02-08
"5. Telegram From the Department of State to the Embassies in Australia, New Zealand, Japan, Thailand, Malaysia, Indonesia, the Philippines, Singapore, South Korea, France, and the United Kingdom1","Washington",1977-02-08
"292. Telegram From the Embassy in Malaysia to the Department of State1","Kuala Lumpur",1977-02-09
"105. Memorandum From Michael Armacost and Michel Oksenberg of the National Security Council Staff to the President’s Assistant for National Security Affairs (Brzezinski) and the President’s Deputy Assistant for National Security Affairs (Aaron)1","Washington",1977-02-18
"17. Telegram From the Department of State to All Diplomatic and Consular Posts1","Washington",1977-02-19
"209. Paper Prepared in the Central Intelligence Agency1","Washington",1977-03-01
"154. Telegram From the Embassy in Thailand to the Department of State1","Bangkok",1977-03-14
"3. Memorandum From Samuel Huntington of the National Security Council Staff to the President’s Assistant for National Security Affairs (Brzezinski)1","Washington",1977-03-19
"25. Memorandum Prepared in the Central Intelligence Agency1","Washington",1977-03-21
"29. Memorandum From the Director of the Policy Planning Staff (Lake) to the Deputy Secretary of State (Christopher)1","Washington",1977-03-25
