"title","location","date","lat","long","region"
"157. Memorandum of Conversation1","Washington","1967-06-26",38.8948932,-77.0365529,"North America"
"235. Telegram From the Department of State to the Embassy in Indonesia 1","Washington","1967-06-27",38.8948932,-77.0365529,"North America"
"227. Memorandum From the Assistant Secretary of State for East Asian and Pacific Affairs (Bundy) to Secretary of State Rusk1","Washington","1967-06-30",38.8948932,-77.0365529,"North America"
"236. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1967-07-07",-6.1753942,106.827183,"Asia and Pacific"
"295. Circular Airgram From the Department of State to the NATO Capitals 1","Washington","1967-07-12",38.8948932,-77.0365529,"North America"
"237. Memorandum From Vice President Humphrey to President Johnson 1","Washington","1967-07-14",38.8948932,-77.0365529,"North America"
"238. Memorandum From the President’s Special Assistant (Rostow) to President Johnson 1","Washington","1967-07-22",38.8948932,-77.0365529,"North America"
"239. Memorandum From the President’s Special Assistant (Rostow) to President Johnson 1","Washington","1967-07-22",38.8948932,-77.0365529,"North America"
"240. Notes of Meeting1","Washington","1967-07-25",38.8948932,-77.0365529,"North America"
"66. Memorandum From the Administrator of the Agency for International Development (Gaud) to President Johnson 1","Washington","1967-07-29",38.8948932,-77.0365529,"North America"
"2. Address by Richard M. Nixon to the Bohemian Club 1","San Francisco","1967-07-29",37.7792808,-122.4192363,"North America"
"67. Memorandum From the President’s Special Assistant (Rostow) to President Johnson 1","Washington","1967-07-31",38.8948932,-77.0365529,"North America"
"241. Paper Prepared in the Department of State for the National Security Council1","Washington","1967-08-04",38.8948932,-77.0365529,"North America"
"242. Memorandum From the Administrator, Agency for International Development (Gaud) and Secretary of Agriculture Freeman to President Johnson 1","Washington","1967-08-08",38.8948932,-77.0365529,"North America"
"243. Memorandum From the President’s Special Assistant (Rostow) to President Johnson 1","Washington","1967-08-08",38.8948932,-77.0365529,"North America"
"244. Memorandum for the Record1","Washington","1967-08-09",38.8948932,-77.0365529,"North America"
"351. Memorandum From the Deputy Director for Coordination (Trueheart) to the Director of the Bureau of Intelligence and Research (Hughes)1","Washington","1967-08-14",38.8948932,-77.0365529,"North America"
"63. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1967-08-24",-6.1753942,106.827183,"Asia and Pacific"
"350. Letter From Secretary of State Rusk to Secretary of Defense McNamara 1","Washington","1967-09-01",38.8948932,-77.0365529,"North America"
"245. Memorandum From Marshall Wright of the National Security Council Staff to the President’s Special Assistant (Rostow)1","Washington","1967-09-27",38.8948932,-77.0365529,"North America"
"248. National Intelligence Estimate1","Washington","1967-09-28",38.8948932,-77.0365529,"North America"
"29. Memorandum of Conversation1","Washington","1967-10-09",38.8948932,-77.0365529,"North America"
"30. Memorandum of Conversation1","Washington","1967-10-10",38.8948932,-77.0365529,"North America"
"32. Memorandum From the Assistant Secretary of Defense for International Security Affairs (Warnke) to the Chairman of the Joint Chiefs of Staff (Wheeler)1","Washington","1967-10-13",38.8948932,-77.0365529,"North America"
"284. Memorandum From Secretary of State Rusk to President Johnson 1","Washington","1967-10-13",38.8948932,-77.0365529,"North America"
"285. Memorandum of Conversation1","Washington","1967-10-17",38.8948932,-77.0365529,"North America"
"246. Record of Cabinet Meeting1","Washington","1967-10-18",38.8948932,-77.0365529,"North America"
"314. Memorandum of Conversation1","Washington","1967-10-21",38.8948932,-77.0365529,"North America"
"377. Memorandum From the President’s Assistant (Jones) to President Johnson1","Washington","1967-11-02",38.8948932,-77.0365529,"North America"
"247.Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1967-11-06",-6.1753942,106.827183,"Asia and Pacific"
"390. Summary of Notes of the 578th Meeting of the National Security Council1","Washington","1967-11-08",38.8948932,-77.0365529,"North America"
"104. Memorandum of Conversation1","Washington","1967-11-14",38.8948932,-77.0365529,"North America"
"105. Memorandum of Conversation1","Washington","1967-11-15",38.8948932,-77.0365529,"North America"
"106. Memorandum of Conversation1","Washington","1967-11-15",38.8948932,-77.0365529,"North America"
"344. Memorandum of Conversation1","Washington","1967-11-16",38.8948932,-77.0365529,"North America"
"249. Memorandum From the President’s Special Assistant (Rostow) to President Johnson 1","Washington","1967-11-17",38.8948932,-77.0365529,"North America"
"103. Draft Memorandum From the Deputy Assistant Secretary of State for East Asian and Pacific Affairs (Berger) to the Assistant Secretary of State (Bundy)1","Washington","1967-12-13",38.8948932,-77.0365529,"North America"
"172. Talking Paper Prepared in the Office of Policy and Research, United States Information Agency1","Washington","1967-12-13",38.8948932,-77.0365529,"North America"
"250. Memorandum of Conversation Between President Johnson and Minister of Foreign Affairs Malik 1","Melbourne","1967-12-22",-37.8142176,144.9631608,"Asia and Pacific"
"291. Telegram From the Embassy in Singapore to the Department of State 1","Singapore","1968-01-03",1.2904753,103.8520359,"Asia and Pacific"
"7. Memorandum From the President’s Special Assistant (Leonhart) to the President’s Special Assistant (Rostow)1","Washington","1968-01-06",38.8948932,-77.0365529,"North America"
"260. Paper Prepared in the Central Intelligence Agency1","Washington","1968-01-09",38.8948932,-77.0365529,"North America"
"228. Information Memorandum From the Legal Adviser (Meeker) to Secretary of State Rusk 1","Washington","1968-01-10",38.8948932,-77.0365529,"North America"
"288. Memorandum of Conversation1","Washington","1968-01-11",38.8948932,-77.0365529,"North America"
"251. Airgram From the Embassy in Indonesia to the Department of State 1","Jakarta","1968-01-12",-6.1753942,106.827183,"Asia and Pacific"
"225. Notes of Meeting1","Washington","1968-01-25",38.8948932,-77.0365529,"North America"
"252. Memorandum From Marshall Wright of the National Security Council Staff to the President’s Special Assistant (Rostow)1","Washington","1968-02-02",38.8948932,-77.0365529,"North America"
"144. Memorandum of Conversation1","Washington","1968-02-15",38.8948932,-77.0365529,"North America"
"253. Airgram From the Embassy in Indonesia to the Department of State 1","Jakarta","1968-02-21",-6.1753942,106.827183,"Asia and Pacific"
"100. Action Memorandum From the President’s Special Assistant (Rostow) to President Johnson 1","Washington","1968-03-04",38.8948932,-77.0365529,"North America"
"254. Letter From the Deputy Under Secretary of State for Political Affairs (Bohlen) to the Assistant Secretary of Defense for International Security Affairs (Warnke)1","Washington","1968-03-19",38.8948932,-77.0365529,"North America"
"176. Memorandum of Conversation1","Washington","1968-04-03",38.8948932,-77.0365529,"North America"
"36. Telegram From Secretary of State Rusk to the Department of State 1","Canberra","1968-04-06",-35.2975906,149.1012676,"Asia and Pacific"
"193. Notes of Meeting1","Washington","1968-04-11",38.8948932,-77.0365529,"North America"
"200. Telegram From the Department of State to the Embassy in Laos1","Washington","1968-04-18",38.8948932,-77.0365529,"North America"
"359. Telegram From the Embassy in Laos to the Department of State 1","Vientiane","1968-04-24",17.9640988,102.6133707,"Asia and Pacific"
"255. Memorandum From the President’s Special Assistant (Rostow) to President Johnson 1","Washington","1968-04-24",38.8948932,-77.0365529,"North America"
"120. Memorandum From the Department of State’s Country Director for Japan (Sneider) to the Assistant Secretary of State for East Asian and Pacific Affairs (Bundy)1","Washington","1968-04-26",38.8948932,-77.0365529,"North America"
"212. Memorandum of Telephone Conversations Between Secretary of Defense Clifford and Secretary of State Rusk1","Washington","1968-04-27",38.8948932,-77.0365529,"North America"
"216. Notes of Meeting1","Washington","1968-04-30",38.8948932,-77.0365529,"North America"
"256. Memorandum of Conversation1","Washington","1968-05-03",38.8948932,-77.0365529,"North America"
"392. Memorandum of Conversation1","Washington","1968-05-09",38.8948932,-77.0365529,"North America"
"38. Memorandum of Conversation1","Washington","1968-05-27",38.8948932,-77.0365529,"North America"
"257. Intelligence Note From the Director of Intelligence and Research (Hughes) to Secretary of State Rusk 1","Washington","1968-06-11",38.8948932,-77.0365529,"North America"
"258. Memorandum From the President’s Special Assistant (Rostow) to President Johnson 1","Washington","1968-06-18",38.8948932,-77.0365529,"North America"
"259. Memorandum From the President’s Special Assistant (Rostow)1","Washington","1968-06-19",38.8948932,-77.0365529,"North America"
"369. Telegram From the Embassy in the Philippines to the Department of State 1","Manila","1968-07-25",14.5906216,120.9799696,"Asia and Pacific"
"260. Memorandum From Marshall Wright of the National Security Council Staff to President Johnson 1","Washington","1968-08-08",38.8948932,-77.0365529,"North America"
"45. Record of Meeting1","Washington","1968-10-10",38.8948932,-77.0365529,"North America"
"274. Memorandum From the President’s Special Assistant (Rostow) to President Johnson 1","Washington","1968-10-15",38.8948932,-77.0365529,"North America"
"261. Memorandum From the President’s Special Assistant (Rostow) to President Johnson 1","Washington","1968-10-18",38.8948932,-77.0365529,"North America"
"145. Report of the President’s General Advisory Committee on Foreign Assistance Programs1","Washington","1968-10-25",38.8948932,-77.0365529,"North America"
"220. National Intelligence Estimate1","Washington","1968-11-14",38.8948932,-77.0365529,"North America"
"262. National Intelligence Estimate1","Washington","1968-12-31",38.8948932,-77.0365529,"North America"
"332. Letter From the Deputy Secretary of Defense (Nitze) to Secretary of State Rusk1 2","Washington","1969-01-06",38.8948932,-77.0365529,"North America"
"10. Minutes of National Security Council Meeting1","Washington","1969-01-25",38.8948932,-77.0365529,"North America"
"21. National Intelligence Estimate1","Washington","1969-02-27",38.8948932,-77.0365529,"North America"
"13. Study Prepared by Ad Hoc Interagency Group1 2","Washington","1969-03-01",38.8948932,-77.0365529,"North America"
"27. Notes by President Nixon of a Meeting1","Paris","1969-03-02",48.8566101,2.3514992,"Europe"
"72. Memorandum of Conversation1","Washington","1969-03-11",38.8948932,-77.0365529,"North America"
"266. Memorandum From the President’s Assistant for National Security Affairs (Kissinger) to President Nixon 1","Washington","1969-03-26",38.8948932,-77.0365529,"North America"
"267. Memorandum From Secretary of State Rogers to President Nixon 1","Washington","1969-04-01",38.8948932,-77.0365529,"North America"
"9. Memorandum of Conversation1 2","Washington","1969-04-01",38.8948932,-77.0365529,"North America"
"7. National Security Decision Memorandum 101","Washington","1969-04-11",38.8948932,-77.0365529,"North America"
"30. Telegram From the Embassy in Jordan to the Department of State1","Amman","1969-05-28",31.9515694,35.9239625,"Africa"
"15. Memorandum of Conversation1","Washington","1969-06-02",38.8948932,-77.0365529,"North America"
